时间,公司名,行业,轮次,金额,投资方,最新估值(估算)(万),标签,基本信息,团队信息
2022-01-16,Sesto Robotics,智能硬件,B轮,570万美元,"Seeds Capital, TRIVE, WTI GmbH",18525,智能硬件、机器人、机器人,Sesto Robotics是一家自主移动机器人（AMR）技术解决方案提供商。致力于讲其开发的技术无缝集成到各种后端系统和物理基础设施中。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2022-01-12,跨维智能,企业服务,天使轮,未透露,"真格基金, 松禾资本, 思谋科技",500,企业服务、前沿技术、机器人,跨维智能是三维视觉软硬件产品研发商，致力于为制造业机器人提供3D视觉相机、算法和软硬件一体化解决案。以“成像感知一体机系列”和“3D数字孪生与混合智能(Mixed AI)”核心技术为牵引，给机器人装上眼睛和大脑，以灵活主动的方式解决复杂环境下基于三维视觉的检测、定位、识别、引导等任务，为智能制造、智慧物流、智能家居等垂直领域赋能。,马尧 CEO 马尧，CEO，负责战略定位和市场营销，毕业于华南理工大学，百度早期员工，成功的连续创业者，游戏外设品牌GameSir创始人，年营收数亿。 李平 CTO 李平，负责产品开发和团队管理，荷兰埃因霍温理工大学计算机视觉博士，在计算机视觉、图像处理、高性能计算等国际一流期刊和会议发表论文十几篇，自2003年开始，在飞利浦，ASML，创业公司、阿里巴巴等公司任职多年。 
2022-01-11,景焱智能,先进制造,战略投资,未透露,"中信建投资本, 致道资本, 临芯投资",50000,先进制造、集成电路、机器人,景焱智能是一家半导体封装测试设备提供商，致力于自动测试（ATE）及柔性制造（FMS）系统及自动化设备的设计与制造。公司主要拥有半导体后道封装生产、测试设备，低压电器自动测试系统，机器人自动上料设备等核心产品。,蒋永新 董事长 蒋永新，嘉兴景焱智能装备技术有限公司董事长，具备多年行业行业领域研究经验。 
2022-01-07,颖态智能,智能硬件,A+轮,未透露,元璟资本,10000,智能硬件、机器人、机器人,颖态智能主要从事机器人及人工智能领域内的研发、干粉砂浆包装机生产和销售，并致力于发展汽车钣喷事业，可广泛应用在建材、化工、食品、医药等行业。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2022-01-07,芯声智能,先进制造,A轮,数千万人民币,光远资本,15000,先进制造、集成电路、机器人,芯声智能是一家专注于人工智能芯片设计及配套智能算法引擎开发的公司。研发了领先的自主知识产权的人工智能算法与芯片，具备高性能、超低功耗、高识别率、低成本等优点，特别适合于手机、耳机、便携式、IoT、白电等方向的智能语音识别应用。,姜黎 董事长 姜黎，芯声智能董事长。东京工业大学工科博士，曾任富士通半导体GM和国科微（300672）CTO兼董事； 曾任国家863项目课题副组长负责芯片开发； 曾任国家03重大科技专项课题负责； 参与了直播卫星、AVS/AVS+、NGB、SVAC2.0等国家/行业标准编撰； 连续获得“中国芯”“中国半导体行业创新产品与技术” “科技创新市长奖” “湖南省科技进步奖” “长沙市科技进步奖”等创新大奖10余项； 累计申请专利100余项；累计开发量产了20款以上的芯片。 
2022-01-06,Caira Surgical,智能硬件,种子轮,500万美元,"OUS Strategic, Mountain State Capital, Snowboat BV, Haventure",16250,智能硬件、机器人、机器人,Caira Surgical是一家美国手术机器人研发商，专注于外科手术领域，开发了关节置换手术雷达跟踪系统软件，提高骨科手术的安全性和可靠性。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2022-01-06,Starbots,区块链,战略投资,240万美元,"TomoChain, PARSIQ, Kyber Network, OKEx Blockdream Ventures, Solar Eco Fund, Lua Ventures, This Game Studio",7800,区块链、区块链应用技术、机器人,Starbots是一款机器人战斗NFT游戏，基于Solana，玩家可以在其中战略性地组装自己的机器人以赢得战斗、完成任务并征服新的土地。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2022-01-05,宇树科技,智能硬件,A+轮,未透露,"经纬创投, 海克斯康软件",10000,智能硬件、机器人、机器人,宇树科技是一个四足机器人与动力系统部件研发商，专注于研发四足机器人移动平台以及相关动力系统部件，其基本原理是利用摆动曲柄滑块机构，把减速电机的旋转运动转换为驱动腿迈步的往复摆动运动，再利用简单连杆结构控制四条腿模拟动物的步态规律进行爬行运动。,王兴兴 创始人 王兴兴，杭州宇树科技有限公司创始人 
2022-01-05,浦瑞克,智能硬件,Pre-A轮,数千万人民币,本翼资本,15000,智能硬件、机器人、机器人,"浦瑞克机电是一家扫地机器人研发商，聚焦于宠物清洁、家用木地板清洁等细分领域清洁机器人的研发、生产、销售。专注于智能保洁机器人的研发，相继推出了大吸力低噪音扫地机器人、扫拖一体机器人、导航扫地机器人一级导航擦地机器人等。
",暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2022-01-04,汤恩智能,智能硬件,Pre-A轮,数千万人民币,"碧桂园创投（领投）, 创想未来资本",15000,智能硬件、机器人、机器人,汤恩智能是一家全场景商用清洁机器人研发商，通过自研传感器技术，优化不同传感器之间的同步性、协同性，从底层提高机器人性能。,崔彧玮 创始人 崔彧玮，汤恩智能创始人、CEO，拥有深厚学术和创业背景，毕业于中科大少年班，是美国马里兰大学计算神经学博士；2017年，以联合创始人的身份加入了一个家用扫地机器人创业团队，并将自主研发的视觉导航技术应用于家用扫地机。 
2022-01-04,斯坦德机器人,智能硬件,C轮,数亿人民币,"博华资本（领投）, 蔚来资本, 源码资本, 奇绩创坛",150000,智能硬件、机器人、机器人,斯坦德机器人专注于工业级移动机器人的研发与生产，实现了从机器人底层定位算法、操作系统、控制器等核心元素的自主研发全覆盖，主要产品为激光导航AGV及其调度系统。致力于为优秀的系统集成商及终端制造工厂寻找标准化、可复制的算法应用场景，实现其柔性化、敏捷化的厂内物流需求，为客户践行轻资产、回报快的初期物流投入，为行业构建信息化、数据化的物流基础设施，是全球真正践行把激光导航AGV应用于华为、中兴、富士康等实际工业物流领域的高科技企业。,"王永锟 创始人 王永锟，斯坦德机器人创始人&CEO。哈工大硕士，王永锟为原哈工大竞技机器人队队长，曾供职于英特尔、美国国家仪器，是TGO鲲鹏会成员，全国ROBOMASTER大赛技术顾问。
 "
2021-12-31,天创机器人,智能硬件,B+轮,未透露,毅达资本,15000,智能硬件、机器人、机器人,天创机器人是一家工业级运维机器人生产商，提供基于机器人和AI智能应用产品的多场景智能运维设备和服务，主要客户包括发电企业、电网企业、市政、轨交、医疗、石化、矿产等有智能运维需求的B端客户，目前拥有核电巡检履带机器人、光伏电站清扫机器人、轨道式巡检机器人、轮式巡检机器人、电力协作机器人、电厂设备全寿期状态管理平台、智能化配电房解决方案等诸多自主可控的智能运维相关产品。,雷凌 CEO 毕业于英国埃塞克斯大学，电子工程相关专业。 
2021-12-29,速腾聚创,汽车交通,战略投资,未透露,比亚迪,50000,汽车交通、自动/无人驾驶、机器人,速腾聚创 (RoboSense) 是全球领先的自动驾驶激光雷达环境感知解决方案提供商。公司利用自主研发的具有世界领先水平的机器人感知产品，将激光雷达传感器硬件方案、三维数据处理算法和深度学习技术相结合。通过持续的技术创新，让机器人拥有超越人类眼睛的环境感知能力。,"邱纯鑫 CEO 邱纯鑫，速腾聚创科技创始人、CEO。哈尔滨工业大学控制科学方向博士，移动机器人环境感知技术专家，MIT TR 35曾在JFR(Journal of Field Robotics)等国际顶级机器人刊物上发表多篇论文，完成过包括国家自然科学基金在内的多个机器人相关项目的研发工作，2014年创办深圳速腾聚创(RoboSense)，开发用于自动驾驶领域的高端激光雷达技术
目前该公司已经成为国内激光雷达技术领域的先行者。 邱纯潮 联合创始人兼COO 邱纯潮，速腾聚创科技联合创始人兼COO "
2021-12-29,乐森机器人,智能硬件,B+轮,1亿美元,"沄柏资本（领投）, 银盛泰资本, 光速中国, 红杉资本中国, 日初资本, 庚辛资本",325000,智能硬件、机器人、机器人,乐森机器人（Robosen）前身是“森汉智能”，是一家智能变形机器人研发商，其产品具有数控变形、人车双形态运动等特点，并搭载智能编程教育技术，可为孩子提供机械工程学相关的知识教育。,陈小森 CEO 陈小森，森汉智能科技（深圳）有限公司CEO 
2021-12-27,小豚智能,先进制造,天使轮,600万人民币,东莞科创集团,3000,先进制造、工业4.0、机器人,"小豚智能是一家无人船行业应用解决方案供应商，公司致力于研发和销售无人船核心部件、无人船平台、水下机器人部件、无人船行业解决方案以及无人系统共性技术。已形成江豚、海豚系列无人船平台；小豚动力、小豚智控和小豚智讯等核心功能部件；小豚智测和小豚智教应用解决方案等系列产品。
",暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-12-24,福赛特,智能硬件,天使轮,未透露,上海科创投集团(上海科创),500,智能硬件、机器人、机器人,福赛特是一家智能系统及设备解决方案提供商。产品具有智能化、柔性化、模块化、软硬件嵌入整合的特点，前瞻性地融合了互联网、大数据、工业云、人工智能等新技术。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-12-23,清越科技,智能硬件,Pre-A轮,未透露,DCM中国,10000,智能硬件、机器人、机器人,"清越科技是一家无间断病毒消杀设备研发商，专注“人机共存”无间断病毒消杀。旗下主要有“配盾”和“笑也”两个子品牌。在To B方向, 配盾推出了空气消毒机和空气消毒机器人。在To C方向，“笑也”定位口腔进阶护理科研品牌，目前已推出了一款产品“劲浪小飞鱼冲牙器”。
",陈志华 创始人 陈志华，清越科技总经理。 
